"19|1 1 2 2 1 1|2 3 1 1 2 2|3 5 4 2 1 3|4 4 2 1 3 4|5 5 1 1 3 5|6 5 5 2 1 6|7 1 5 2 1 7|8 0 5 1 2 8",
// "BuArDuClClClDdEdFlFlEdHuHuGlFlDdArAr"

"22|1 1 2 2 1 1|2 4 5 3 1 2|3 5 1 1 3 3|4 4 1 1 3 4|5 2 5 1 2 5|6 2 3 1 2 6|7 3 5 1 2 7|8 3 2 1 2 8",
// "AlCdDdFuEuFuEuFuArGuHuGuBlBlBlCdDdHuArArAr"

"17|1 1 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 4 3 3 1 4|5 2 3 1 2 5|6 3 4 2 1 6|7 3 1 1 2 7|8 3 5 3 1 8",
// "DlGuArArEuEuDlBdFlClFlClBdHlBdAr"

"26|1 0 2 2 1 1|2 4 1 1 2 2|3 4 0 3 1 3|4 1 4 3 1 4|5 2 0 1 3 5|6 5 3 1 3 6|7 4 3 1 2 7|8 3 5 2 1 8",
// "ClEdClClBuFuFuHlGdGdDrDrEdHlHlEdArArArEuEuDlFdFdAr"

"21|1 0 2 2 1 1|2 5 0 1 3 2|3 4 1 1 3 3|4 5 3 2 1 4|5 6 0 1 3 5|6 2 2 1 2 6|7 3 5 2 1 7|8 2 5 1 2 8",
// "CdFuFuArArHuHuGlCdArCdDlDlBdBdBdArEdEdEd"

"21|1 0 2 2 1 1|2 3 2 1 2 2|3 5 2 1 3 3|4 4 5 3 1 4|5 4 1 1 3 5|6 1 4 1 3 6|7 3 4 1 2 7|8 0 3 2 1 8",
// "ArBuBuArEdHrHrFuFuFuFuHlGuDlDlCdDlEdArAr"

"24|1 0 2 2 1 1|2 5 0 1 3 2|3 2 4 3 1 3|4 5 3 2 1 4|5 0 4 1 3 5|6 5 4 2 1 6|7 0 3 2 1 7|8 1 4 1 3 8",
// "ArArArDlGrEuEuEuGrHuHuHuClClFlFlHuGlDlBdBdBdAr"

"17|1 1 2 2 1 1|2 3 1 1 3 2|3 3 5 2 1 3|4 5 5 2 1 4|5 2 3 1 3 5|6 5 2 1 2 6|7 0 2 1 2 7|8 1 5 1 2 8",
// "BdFdGdAlEuClHuHuClBdClEdArArArAr"

"17|1 0 2 2 1 1|2 5 1 1 3 2|3 4 2 1 2 3|4 3 0 1 3 4|5 6 2 1 3 5|6 1 4 3 1 6|7 2 2 1 2 7|8 3 5 2 1 8",
// "BdBdCdDdEdFlDdGuGuArHlHlDdArArAr"

"40|1 0 2 2 1 1|2 2 4 2 1 2|3 6 2 1 3 3|4 3 0 1 3 4|5 2 0 1 3 5|6 4 0 1 3 6|7 2 5 2 1 7|8 1 5 1 2 8",
// "BrBrCdDdDdEdEdFdHuHuGlDdGlEdArArHuHuHuAlAlDuDuBlEuEuBlBlBlDdDdEdEdArArFdFdArAr"

"15|1 1 2 2 1 1|2 3 1 1 3 2|3 4 0 3 1 3|4 3 4 2 1 4|5 5 1 1 2 5|6 5 3 1 2 6|7 0 4 2 1 7|8 4 5 2 1 8",
// "ClClEuHlFdFdDrBdHlHlBdArArAr"

"34|1 2 2 2 1 1|2 4 1 1 3 2|3 3 4 2 1 3|4 1 4 1 3 4|5 2 5 1 2 5|6 0 3 3 1 6|7 3 5 3 1 7|8 2 1 2 1 8",
// "AlAlCrCrBdEuFrHrHrHrBuBuFrDuFrEuEuEuEuArArDuDuDuFlFlBdBdGlGlBdArAr"

"26|1 0 2 2 1 1|2 5 0 1 3 2|3 2 2 1 2 3|4 4 4 2 1 4|5 5 3 2 1 5|6 5 5 2 1 6|7 4 0 1 3 7|8 2 4 1 2 8",
// "CuCuArArDlElElBdBdFlFlBdHuFlFlFlHdElGdHdDlGdGdArAr"

"24|1 0 2 2 1 1|2 3 4 3 1 2|3 5 5 2 1 3|4 3 2 1 2 4|5 5 0 1 3 5|6 3 5 1 2 6|7 0 4 2 1 7|8 2 5 1 2 8",
// "ArBrClDuDuArArEdFuFuClHuHuClClFdFdBlHuBlEdEdAr"

"17|1 2 2 2 1 1|2 4 2 1 2 2|3 5 1 1 3 3|4 5 4 2 1 4|5 3 4 2 1 5|6 6 1 1 3 6|7 4 0 1 2 7|8 1 4 1 3 8",
// "ElBdArBdBdDlFdFdHuHuHuElDlCdCdAr"

"14|1 0 2 2 1 1|2 3 1 1 2 2|3 5 2 1 3 3|4 6 1 1 3 4|5 4 2 1 2 5|6 3 0 2 1 6|7 4 4 1 3 7|8 2 2 1 2 8",
// "BdBdCdDdDdEuFlEuHdArArArAr"

"14|1 0 2 2 1 1|2 3 0 1 3 2|3 5 1 1 2 3|4 4 2 1 2 4|5 1 0 2 1 5|6 2 1 1 2 6|7 6 2 1 2 7|8 3 5 2 1 8",
// "BdBdCuDdElFuArGdHrBdArArAr"

"29|1 0 2 2 1 1|2 2 4 3 1 2|3 2 1 1 3 3|4 5 3 1 3 4|5 1 3 1 2 5|6 3 3 2 1 6|7 4 1 2 1 7|8 3 0 1 2 8",
// "CuDuEdFlFlFlCdHdHdGlDuBrBrCdCdArHdArArCuCuHdHdBlBlDdDdAr"

"22|1 0 2 2 1 1|2 5 1 1 3 2|3 4 5 2 1 3|4 4 1 1 2 4|5 3 2 1 3 5|6 2 4 1 2 6|7 4 4 2 1 7|8 3 0 2 1 8",
// "ArClDdEuFdGlBdBdGlDdGlEdGlFuFuClClEdArArAr"

"28|1 1 2 2 1 1|2 2 5 1 2 2|3 4 5 3 1 3|4 5 0 1 3 4|5 3 5 1 2 5|6 5 4 2 1 6|7 4 0 1 3 7|8 0 4 2 1 8",
// "AlBuBuBuBuBuArArDdEuEuClClClClEdEdFlFlDdDdFlGdGdGdArAr"

"30|1 0 2 2 1 1|2 3 0 1 3 2|3 3 5 2 1 3|4 3 4 2 1 4|5 4 1 1 2 5|6 1 3 1 2 6|7 0 0 3 1 7|8 5 2 1 3 8",
// "ArBdClClEdGrGrHuDrBdBdArFuFuFuAlBuBuDlDlDlBdBdArEdArHdHdAr"

"18|1 0 2 2 1 1|2 4 5 2 1 2|3 6 1 1 2 3|4 3 0 1 3 4|5 1 3 3 1 5|6 4 0 1 3 6|7 1 4 3 1 7|8 0 3 1 3 8",
// "ArBrCuFdFdFdHuHuGlHuElDdDdDdArArAr"

"21|1 0 2 2 1 1|2 5 4 1 3 2|3 3 2 1 2 3|4 1 3 1 3 4|5 3 0 1 2 5|6 2 4 2 1 6|7 4 3 1 2 7|8 2 0 1 3 8",
// "BuBuBuGdGdFrFrCdCdCdFlBdBdHdHdHdArArArAr"

"19|1 0 2 2 1 1|2 2 0 2 1 2|3 3 4 1 2 3|4 5 0 1 3 4|5 5 3 2 1 5|6 4 4 2 1 6|7 4 5 2 1 7|8 3 1 1 2 8",
// "ArBlCuElGlGlGlCdCdElDdFlDdDdHuArArAr"

"25|1 0 2 2 1 1|2 3 4 2 1 2|3 4 0 1 3 3|4 4 5 3 1 4|5 1 5 1 2 5|6 0 4 2 1 6|7 2 1 1 2 7|8 2 3 1 2 8",
// "BrBrCdCdDlGuArArHdHdFrFrEuEuEuFlFlHuHuDlDlCdArAr"

"22|1 1 2 2 1 1|2 5 0 1 3 2|3 2 4 1 3 3|4 6 1 1 3 4|5 3 5 3 1 5|6 0 3 3 1 6|7 5 4 2 1 7|8 3 2 1 2 8",
// "GlDdDdGlHuFrFrFrCuHuArArCuCuCuElFlBdBdBdAr"

"16|1 0 2 2 1 1|2 4 4 3 1 2|3 4 1 1 3 3|4 3 2 1 2 4|5 2 4 1 2 5|6 6 1 1 2 6|7 2 1 1 2 7|8 3 4 1 2 8",
// "DuDuEdFuGuArArHdBlBlBlCdCdArAr"

"32|1 1 2 2 1 1|2 3 5 2 1 2|3 3 1 1 3 3|4 5 1 1 3 4|5 2 5 1 2 5|6 0 3 3 1 6|7 3 4 3 1 7|8 0 4 1 3 8",
// "CuDuEuFrFrFrEuBlBlFrCdHuHuBlEdEdGlGlHuGlCdCdArArCdFlFlDdDdDdAr"

"23|1 0 2 2 1 1|2 3 0 1 3 2|3 4 1 1 3 3|4 2 1 1 2 4|5 5 0 1 3 5|6 5 3 2 1 6|7 1 6 3 1 7|8 5 4 2 1 8",
// "BdDuArGlHlHlHlCdCdCdFlHlBdBdArArBdFlEdEdEdAr"

"39|1 0 2 2 1 1|2 6 0 1 3 2|3 3 4 2 1 3|4 2 2 1 3 4|5 5 0 1 3 5|6 3 0 1 3 6|7 1 4 1 2 7|8 3 5 2 1 8",
// "BdBdBdCrEdFdFdGuHlHlFdHlDdArArGuGuGuAlAlDuDuFuFuClClClClDdDdArEdEdFdFdArArAr"

"26|1 3 2 2 1 1|2 3 4 1 3 2|3 4 4 3 1 3|4 6 0 1 3 4|5 2 3 3 1 5|6 5 1 1 3 6|7 1 4 1 2 7|8 0 3 1 3 8",
// "AlAlDdElGdHuHuHuElBuBuBuClClClClBdBdArArDdDdFdFdAr"

